Il,Ilce,Urun Adi,Verim (Kg/Dekar),Ortalama Sicaklik,Maksimal Sicaklik,Minimal Sicaklik,Ortalama Bagil Nem,Yagis Miktari,Yagisli Gun Sayisi,Guneslenme Saati,Atmosfer Basinci,Rakim
ANKARA,CAMLIDERE,Bugday (Diger) Kuru,   170,8.89,14.19,3.97,65.92,53.08,7.25,8.03,86.407,1306.0
ANKARA,CAMLIDERE,Bugday (Diger) Sulu,   300,8.89,14.19,3.97,65.92,53.08,7.25,8.03,86.407,1306.0
ANKARA,CUBUK,Bugday (Durum) Kuru,   200,10.65,16.36,4.99,57.17,41.75,5.92,9.03,89.725,997.0
ANKARA,CUBUK,Bugday (Durum) Sulu,   285,10.65,16.36,4.99,57.17,41.75,5.92,9.03,89.725,997.0
ANKARA,CUBUK,Bugday (Diger) Kuru,   200,10.65,16.36,4.99,57.17,41.75,5.92,9.03,89.725,997.0
ANKARA,CUBUK,Bugday (Diger) Sulu,   300,10.65,16.36,4.99,57.17,41.75,5.92,9.03,89.725,997.0
ANKARA,ELMADAG,Bugday (Durum) Kuru,   140,10.82,16.33,5.31,55.17,45.67,5.83,9.18,87.734,1181.0
ANKARA,ELMADAG,Bugday (Durum) Sulu,   156,10.82,16.33,5.31,55.17,45.67,5.83,9.18,87.734,1181.0
ANKARA,ELMADAG,Bugday (Diger) Kuru,   140,10.82,16.33,5.31,55.17,45.67,5.83,9.18,87.734,1181.0
ANKARA,ELMADAG,Bugday (Diger) Sulu,   156,10.82,16.33,5.31,55.17,45.67,5.83,9.18,87.734,1181.0
ANKARA,EVREN,Bugday (Durum) Kuru,   248,12.25,17.64,6.52,52.75,32.33,4.58,9.61,90.781,901.0
ANKARA,EVREN,Bugday (Durum) Sulu,   378,12.25,17.64,6.52,52.75,32.33,4.58,9.61,90.781,901.0
ANKARA,EVREN,Bugday (Diger) Kuru,   255,12.25,17.64,6.52,52.75,32.33,4.58,9.61,90.781,901.0
ANKARA,EVREN,Bugday (Diger) Sulu,   380,12.25,17.64,6.52,52.75,32.33,4.58,9.61,90.781,901.0
ANKARA,GUDUL,Bugday (Durum) Kuru,   200,11.97,17.93,5.87,58.25,42.75,5.92,8.87,92.774,723.0
ANKARA,GUDUL,Bugday (Durum) Sulu,   390,11.97,17.93,5.87,58.25,42.75,5.92,8.87,92.774,723.0
ANKARA,GUDUL,Bugday (Diger) Kuru,   200,11.97,17.93,5.87,58.25,42.75,5.92,8.87,92.774,723.0
ANKARA,GUDUL,Bugday (Diger) sulu,   310,11.97,17.93,5.87,58.25,42.75,5.92,8.87,92.774,723.0
ANKARA,HAYMANA,Bugday (Durum) Kuru,   210,11.06,16.85,5.21,51.83,35.83,5.08,9.42,86.85,1264.0
ANKARA,HAYMANA,Bugday (Durum) Sulu,   410,11.06,16.85,5.21,51.83,35.83,5.08,9.42,86.85,1264.0
ANKARA,HAYMANA,Bugday (Diger) Kuru,   220,11.06,16.85,5.21,51.83,35.83,5.08,9.42,86.85,1264.0
ANKARA,HAYMANA,Bugday (Diger) Sulu,   435,11.06,16.85,5.21,51.83,35.83,5.08,9.42,86.85,1264.0
ANKARA,KALECIK,Bugday (Durum) Kuru,   195,10.84,16.43,5.36,54.67,40.67,5.25,9.3,92.751,725.0
ANKARA,KALECIK,Bugday (Durum) Sulu,   400,10.84,16.43,5.36,54.67,40.67,5.25,9.3,92.751,725.0
ANKARA,KALECIK,Bugday (Diger) Kuru,   195,10.84,16.43,5.36,54.67,40.67,5.25,9.3,92.751,725.0
ANKARA,KALECIK,Bugday (Diger) Sulu,   400,10.84,16.43,5.36,54.67,40.67,5.25,9.3,92.751,725.0
ANKARA,KIZILCAHAMAM,Bugday (Durum) Kuru,   225,8.53,13.83,3.48,64.0,46.5,6.67,8.23,89.966,975.0
ANKARA,KIZILCAHAMAM,Bugday (Durum) Sulu,   300,8.53,13.83,3.48,64.0,46.5,6.67,8.23,89.966,975.0
ANKARA,KIZILCAHAMAM,Bugday (Diger) Kuru,   225,8.53,13.83,3.48,64.0,46.5,6.67,8.23,89.966,975.0
ANKARA,KIZILCAHAMAM,Bugday (Diger) Sulu,   300,8.53,13.83,3.48,64.0,46.5,6.67,8.23,89.966,975.0
ANKARA,NALLIHAN,Bugday (Durum) Kuru,   200,11.88,17.31,6.73,60.5,44.92,6.5,8.3,93.832,630.0
ANKARA,NALLIHAN,Bugday (Durum) Sulu,   400,11.88,17.31,6.73,60.5,44.92,6.5,8.3,93.832,630.0
ANKARA,NALLIHAN,Bugday (Diger) Kuru,   210,11.88,17.31,6.73,60.5,44.92,6.5,8.3,93.832,630.0
ANKARA,NALLIHAN,Bugday (Diger) Sulu,   400,11.88,17.31,6.73,60.5,44.92,6.5,8.3,93.832,630.0
ANKARA,POLATLI,Bugday (Durum) Kuru,   259,12.08,18.15,5.95,52.08,31.67,4.42,9.45,91.348,850.0
ANKARA,POLATLI,Bugday (Durum) Sulu,   385,12.08,18.15,5.95,52.08,31.67,4.42,9.45,91.348,850.0
ANKARA,POLATLI,Bugday (Diger) Kuru,   260,12.08,18.15,5.95,52.08,31.67,4.42,9.45,91.348,850.0
ANKARA,POLATLI,Bugday (Diger) Sulu,   405,12.08,18.15,5.95,52.08,31.67,4.42,9.45,91.348,850.0
ANKARA,SEREFLIKOCHISAR,Bugday (Durum) Kuru,   200,13.27,17.81,8.59,55.92,29.25,4.33,9.55,89.966,975.0
ANKARA,SEREFLIKOCHISAR,Bugday (Durum) Sulu,   378,13.27,17.81,8.59,55.92,29.25,4.33,9.55,89.966,975.0
ANKARA,SEREFLIKOCHISAR,Bugday (Diger) Kuru,   250,13.27,17.81,8.59,55.92,29.25,4.33,9.55,89.966,975.0
ANKARA,SEREFLIKOCHISAR,Bugday (Diger) Sulu,   385,13.27,17.81,8.59,55.92,29.25,4.33,9.55,89.966,975.0
ANKARA,PURSAKLAR,Bugday (Durum) Kuru,   238,11.53,17.26,5.78,55.67,45.5,5.92,9.16,88.919,1071.0
ANKARA,PURSAKLAR,Bugday (Durum) Sulu,   352,11.53,17.26,5.78,55.67,45.5,5.92,9.16,88.919,1071.0
ANKARA,PURSAKLAR,Bugday (Diger) Kuru,   240,11.53,17.26,5.78,55.67,45.5,5.92,9.16,88.919,1071.0
ANKARA,PURSAKLAR,Bugday (Diger) Sulu,   352,11.53,17.26,5.78,55.67,45.5,5.92,9.16,88.919,1071.0
ANTALYA,AKSEKI,Bugday (Durum) Kuru,   200,11.35,16.56,6.27,62.67,68.92,6.0,9.42,88.529,1107.0
ANTALYA,AKSEKI,Bugday (Durum) Sulu,   352,11.35,16.56,6.27,62.67,68.92,6.0,9.42,88.529,1107.0
ANTALYA,AKSEKI,Bugday (Diger) Kuru,   200,11.35,16.56,6.27,62.67,68.92,6.0,9.42,88.529,1107.0
ANTALYA,AKSEKI,Bugday (Diger) Sulu,   352,11.35,16.56,6.27,62.67,68.92,6.0,9.42,88.529,1107.0
ANTALYA,ALANYA,Bugday (Durum) Kuru,   170,15.99,20.41,11.02,65.58,79.58,5.5,9.82,101.152,14.0
ANTALYA,ALANYA,Bugday (Durum) Sulu,   230,15.99,20.41,11.02,65.58,79.58,5.5,9.82,101.152,14.0
ANTALYA,ALANYA,Bugday (Diger) Kuru,   170,15.99,20.41,11.02,65.58,79.58,5.5,9.82,101.152,14.0
ANTALYA,ALANYA,Bugday (Diger) Sulu,   230,15.99,20.41,11.02,65.58,79.58,5.5,9.82,101.152,14.0
ANTALYA,ELMALI,Bugday (Durum) Kuru,   225,13.01,18.1,7.89,57.58,51.5,5.17,8.76,88.67,1094.0
ANTALYA,ELMALI,Bugday (Durum) Sulu,   340,13.01,18.1,7.89,57.58,51.5,5.17,8.76,88.67,1094.0
ANTALYA,ELMALI,Bugday (Diger) Kuru,   245,13.01,18.1,7.89,57.58,51.5,5.17,8.76,88.67,1094.0
ANTALYA,ELMALI,Bugday (Diger) Sulu,   360,13.01,18.1,7.89,57.58,51.5,5.17,8.76,88.67,1094.0
ANTALYA,FINIKE,Bugday (Durum) Kuru,   200,17.43,21.27,13.08,66.58,59.67,4.83,9.65,101.3,2.0
ANTALYA,FINIKE,Bugday (Durum) Sulu,   350,17.43,21.27,13.08,66.58,59.67,4.83,9.65,101.3,2.0
ANTALYA,FINIKE,Bugday (Diger) Kuru,   200,17.43,21.27,13.08,66.58,59.67,4.83,9.65,101.3,2.0
ANTALYA,FINIKE,Bugday (Diger) Sulu,   350,17.43,21.27,13.08,66.58,59.67,4.83,9.65,101.3,2.0
ANTALYA,GAZIPASA,Bugday (Durum) Kuru,   225,18.07,21.33,14.33,69.0,67.67,5.0,9.81,101.103,18.0
ANTALYA,GAZIPASA,Bugday (Durum) Sulu,   360,18.07,21.33,14.33,69.0,67.67,5.0,9.81,101.103,18.0
ANTALYA,GAZIPASA,Bugday (Diger) Kuru,   225,18.07,21.33,14.33,69.0,67.67,5.0,9.81,101.103,18.0
ANTALYA,GAZIPASA,Bugday (Diger) Sulu,   360,18.07,21.33,14.33,69.0,67.67,5.0,9.81,101.103,18.0
ANTALYA,GUNDOGMUS,Bugday (Durum) Kuru,   200,12.86,17.91,7.55,64.25,73.58,6.42,9.37,90.66,912.0
ANTALYA,GUNDOGMUS,Bugday (Durum) Sulu,   310,12.86,17.91,7.55,64.25,73.58,6.42,9.37,90.66,912.0
ANTALYA,GUNDOGMUS,Bugday (Diger) Kuru,   200,12.86,17.91,7.55,64.25,73.58,6.42,9.37,90.66,912.0
ANTALYA,GUNDOGMUS,Bugday (Diger) Sulu,   310,12.86,17.91,7.55,64.25,73.58,6.42,9.37,90.66,912.0
ANTALYA,IBRADI,Bugday (Durum) Kuru,   210,12.17,17.63,6.8,62.17,83.08,6.08,9.59,92.356,760.0
ANTALYA,IBRADI,Bugday (Durum) Sulu,   280,12.17,17.63,6.8,62.17,83.08,6.08,9.59,92.356,760.0
ANTALYA,IBRADI,Bugday (Diger) Kuru,   210,12.17,17.63,6.8,62.17,83.08,6.08,9.59,92.356,760.0
ANTALYA,IBRADI,Bugday (Diger) Sulu,   280,12.17,17.63,6.8,62.17,83.08,6.08,9.59,92.356,760.0
ANTALYA,DEMRE,Bugday (Durum) Kuru,   125,15.89,19.76,11.62,66.25,65.33,5.67,9.74,101.214,9.0
ANTALYA,DEMRE,Bugday (Durum) Sulu,   350,15.89,19.76,11.62,66.25,65.33,5.67,9.74,101.214,9.0
ANTALYA,DEMRE,Bugday (Diger) Kuru,   125,15.89,19.76,11.62,66.25,65.33,5.67,9.74,101.214,9.0
ANTALYA,DEMRE,Bugday (Diger) Sulu,   350,15.89,19.76,11.62,66.25,65.33,5.67,9.74,101.214,9.0
ANTALYA,KAS,Bugday (Durum) Kuru,   200,11.41,16.52,6.27,56.25,51.5,5.17,8.76,100.832,40.0
ANTALYA,KAS,Bugday (Durum) Sulu,   350,11.41,16.52,6.27,56.25,51.5,5.17,8.76,100.832,40.0
ANTALYA,KAS,Bugday (Diger) Kuru,   214,11.41,16.52,6.27,56.25,51.5,5.17,8.76,100.832,40.0
ANTALYA,KAS,Bugday (Diger) Sulu,   350,11.41,16.52,6.27,56.25,51.5,5.17,8.76,100.832,40.0
ANTALYA,KEMER,Bugday (Durum) Kuru,   250,16.74,20.15,12.92,66.17,81.67,6.33,9.51,101.177,12.0
ANTALYA,KEMER,Bugday (Durum) Sulu,   350,16.74,20.15,12.92,66.17,81.67,6.33,9.51,101.177,12.0
ANTALYA,KEMER,Bugday (Diger) Kuru,   250,16.74,20.15,12.92,66.17,81.67,6.33,9.51,101.177,12.0
ANTALYA,KEMER,Bugday (Diger) Sulu,   350,16.74,20.15,12.92,66.17,81.67,6.33,9.51,101.177,12.0
ANTALYA,KORKUTELI,Bugday (Durum) Kuru,   175,12.21,17.97,5.89,60.0,74.25,7.08,9.08,89.725,997.0
ANTALYA,KORKUTELI,Bugday (Durum) Sulu,   335,12.21,17.97,5.89,60.0,74.25,7.08,9.08,89.725,997.0
ANTALYA,KORKUTELI,Bugday (Diger) Kuru,   180,12.21,17.97,5.89,60.0,74.25,7.08,9.08,89.725,997.0
ANTALYA,KORKUTELI,Bugday (Diger) Sulu,   350,12.21,17.97,5.89,60.0,74.25,7.08,9.08,89.725,997.0
ANTALYA,KUMLUCA,Bugday (Durum) Kuru,   225,18.7,22.96,14.08,65.67,59.67,4.83,9.65,101.14,15.0
ANTALYA,KUMLUCA,Bugday (Durum) Sulu,   350,18.7,22.96,14.08,65.67,59.67,4.83,9.65,101.14,15.0
ANTALYA,KUMLUCA,Bugday (Diger) Kuru,   225,18.7,22.96,14.08,65.67,59.67,4.83,9.65,101.14,15.0
ANTALYA,KUMLUCA,Bugday (Diger) Sulu,   350,18.7,22.96,14.08,65.67,59.67,4.83,9.65,101.14,15.0
ANTALYA,MANAVGAT,Bugday (Durum) Kuru,   230,18.67,22.94,14.32,63.92,80.08,4.83,9.99,101.251,6.0
ANTALYA,MANAVGAT,Bugday (Durum) Sulu,   400,18.67,22.94,14.32,63.92,80.08,4.83,9.99,101.251,6.0
ANTALYA,MANAVGAT,Bugday (Diger) Kuru,   230,18.67,22.94,14.32,63.92,80.08,4.83,9.99,101.251,6.0
ANTALYA,MANAVGAT,Bugday (Diger) Sulu,   400,18.67,22.94,14.32,63.92,80.08,4.83,9.99,101.251,6.0
ANTALYA,SERIK,Bugday (Durum) Kuru,   250,18.73,23.78,13.87,61.08,67.25,4.33,9.97,100.955,30.0
ANTALYA,SERIK,Bugday (Durum) Sulu,   420,18.73,23.78,13.87,61.08,67.25,4.33,9.97,100.955,30.0
ANTALYA,SERIK,Bugday (Diger) Kuru,   250,18.73,23.78,13.87,61.08,67.25,4.33,9.97,100.955,30.0
ANTALYA,SERIK,Bugday (Diger) Sulu,   420,18.73,23.78,13.87,61.08,67.25,4.33,9.97,100.955,30.0
ANTALYA,AKSU,Bugday (Durum) Kuru,   250,18.13,22.97,13.42,60.67,90.08,4.92,9.62,101.103,18.0
ANTALYA,AKSU,Bugday (Durum) Sulu,   400,18.13,22.97,13.42,60.67,90.08,4.92,9.62,101.103,18.0
ANTALYA,AKSU,Bugday (Diger) Kuru,   250,18.13,22.97,13.42,60.67,90.08,4.92,9.62,101.103,18.0
ANTALYA,AKSU,Bugday (Diger) Sulu,   400,18.13,22.97,13.42,60.67,90.08,4.92,9.62,101.103,18.0
ANTALYA,DOSEMEALTI,Bugday (Durum) Kuru,   300,16.94,22.55,11.52,59.33,93.17,6.83,9.28,97.661,302.0
ANTALYA,DOSEMEALTI,Bugday (Durum) Sulu,   400,16.94,22.55,11.52,59.33,93.17,6.83,9.28,97.661,302.0
ANTALYA,DOSEMEALTI,Bugday (Diger) Kuru,   300,16.94,22.55,11.52,59.33,93.17,6.83,9.28,97.661,302.0
ANTALYA,DOSEMEALTI,Bugday (Diger) Sulu,   400,16.94,22.55,11.52,59.33,93.17,6.83,9.28,97.661,302.0
ANTALYA,KEPEZ,Bugday (Durum) Kuru,   230,17.76,23.38,12.43,58.58,90.08,4.92,9.62,100.292,84.0
ANTALYA,KEPEZ,Bugday (Durum) Sulu,   400,17.76,23.38,12.43,58.58,90.08,4.92,9.62,100.292,84.0
ANTALYA,KEPEZ,Bugday (Diger) Kuru,   230,17.76,23.38,12.43,58.58,90.08,4.92,9.62,100.292,84.0
ANTALYA,KEPEZ,Bugday (Diger) Sulu,   400,17.76,23.38,12.43,58.58,90.08,4.92,9.62,100.292,84.0
ANTALYA,KONYAALTI,Bugday (Durum) Kuru,   200,17.41,22.62,12.16,61.33,101.25,5.17,9.83,101.103,18.0
ANTALYA,KONYAALTI,Bugday (Durum) Sulu,   350,17.41,22.62,12.16,61.33,101.25,5.17,9.83,101.103,18.0
ANTALYA,KONYAALTI,Bugday (Diger) Kuru,   250,17.41,22.62,12.16,61.33,101.25,5.17,9.83,101.103,18.0
ANTALYA,KONYAALTI,Bugday (Diger) Sulu,   350,17.41,22.62,12.16,61.33,101.25,5.17,9.83,101.103,18.0
ANTALYA,MURATPASA,Bugday (Durum) Kuru,   200,17.76,23.38,12.43,58.58,90.08,4.92,9.37,100.758,46.0
ANTALYA,MURATPASA,Bugday (Durum) Sulu,   350,17.76,23.38,12.43,58.58,90.08,4.92,9.37,100.758,46.0
ANTALYA,MURATPASA,Bugday (Diger) Kuru,   200,17.76,23.38,12.43,58.58,90.08,4.92,9.37,100.758,46.0
ANTALYA,MURATPASA,Bugday (Diger) Sulu,   350,17.76,23.38,12.43,58.58,90.08,4.92,9.37,100.758,46.0
ARTVIN,MERKEZ,Bugday (Durum) Kuru,   200,8.58,12.92,4.33,78.25,192.58,13.08,6.1,96.902,366.0
ARTVIN,MERKEZ,Bugday (Durum) Sulu,   350,8.58,12.92,4.33,78.25,192.58,13.08,6.1,96.902,366.0
ARTVIN,MERKEZ,Bugday (Diger) Kuru,   200,8.58,12.92,4.33,78.25,192.58,13.08,6.1,96.902,366.0
ARTVIN,MERKEZ,Bugday (Diger) Sulu,   350,8.58,12.92,4.33,78.25,192.58,13.08,6.1,96.902,366.0
ARTVIN,ARDANUC,Bugday (Durum) Kuru,   130,5.99,10.63,1.3,70.92,99.25,11.25,7.02,94.567,566.0
ARTVIN,ARDANUC,Bugday (Durum) Sulu,   210,5.99,10.63,1.3,70.92,99.25,11.25,7.02,94.567,566.0
ARTVIN,ARDANUC,Bugday (Diger) Kuru,   130,5.99,10.63,1.3,70.92,99.25,11.25,7.02,94.567,566.0
ARTVIN,ARDANUC,Bugday (Diger) Sulu,   210,5.99,10.63,1.3,70.92,99.25,11.25,7.02,94.567,566.0
ARTVIN,YUSUFELI,Bugday (Durum) Kuru,   230,6.85,11.25,2.72,72.5,88.33,11.17,6.95,92.57,741.0
ARTVIN,YUSUFELI,Bugday (Durum) Sulu,   320,6.85,11.25,2.72,72.5,88.33,11.17,6.95,92.57,741.0
ARTVIN,YUSUFELI,Bugday (Diger) Kuru,   230,6.85,11.25,2.72,72.5,88.33,11.17,6.95,92.57,741.0
ARTVIN,YUSUFELI,Bugday (Diger) Sulu,   320,6.85,11.25,2.72,72.5,88.33,11.17,6.95,92.57,741.0
AYDIN,BOZDOGAN,Bugday (Durum) Kuru,   250,14.58,19.93,8.65,53.0,48.17,4.58,9.73,97.959,277.0
AYDIN,BOZDOGAN,Bugday (Durum) Sulu,   400,14.58,19.93,8.65,53.0,48.17,4.58,9.73,97.959,277.0
AYDIN,BOZDOGAN,Bugday (Diger) Kuru,   250,14.58,19.93,8.65,53.0,48.17,4.58,9.73,97.959,277.0
AYDIN,BOZDOGAN,Bugday (Diger) Sulu,   400,14.58,19.93,8.65,53.0,48.17,4.58,9.73,97.959,277.0
AYDIN,BUHARKENT,Bugday (Durum) Kuru,   330,15.15,20.63,9.47,53.58,41.92,4.67,9.47,99.294,166.0
AYDIN,BUHARKENT,Bugday (Durum) Sulu,   450,15.15,20.63,9.47,53.58,41.92,4.67,9.47,99.294,166.0
AYDIN,BUHARKENT,Bugday (Diger) Kuru,   330,15.15,20.63,9.47,53.58,41.92,4.67,9.47,99.294,166.0
AYDIN,BUHARKENT,Bugday (Diger) Sulu,   450,15.15,20.63,9.47,53.58,41.92,4.67,9.47,99.294,166.0
AYDIN,CINE,Bugday (Durum) Kuru,   310,15.15,20.73,9.28,56.75,68.92,5.33,9.55,100.317,82.0
AYDIN,CINE,Bugday (Durum) Sulu,   400,15.15,20.73,9.28,56.75,68.92,5.33,9.55,100.317,82.0
AYDIN,CINE,Bugday (Diger) Kuru,   310,15.15,20.73,9.28,56.75,68.92,5.33,9.55,100.317,82.0
AYDIN,CINE,Bugday (Diger) Sulu,   400,15.15,20.73,9.28,56.75,68.92,5.33,9.55,100.317,82.0
AYDIN,DIDIM,Bugday (Durum) Kuru,   300,18.64,21.69,15.58,67.0,64.58,4.33,9.87,100.893,35.0
AYDIN,DIDIM,Bugday (Durum) Sulu,   450,18.64,21.69,15.58,67.0,64.58,4.33,9.87,100.893,35.0
AYDIN,DIDIM,Bugday (Diger) Kuru,   300,18.64,21.69,15.58,67.0,64.58,4.33,9.87,100.893,35.0
AYDIN,DIDIM,Bugday (Diger) Sulu,   450,18.64,21.69,15.58,67.0,64.58,4.33,9.87,100.893,35.0
AYDIN,GERMENCIK,Bugday (Durum) Kuru,   330,17.01,22.73,11.36,59.33,65.75,4.83,9.62,100.611,58.0
AYDIN,GERMENCIK,Bugday (Durum) Sulu,   500,17.01,22.73,11.36,59.33,65.75,4.83,9.62,100.611,58.0
AYDIN,GERMENCIK,Bugday (Diger) Kuru,   330,17.01,22.73,11.36,59.33,65.75,4.83,9.62,100.611,58.0
AYDIN,GERMENCIK,Bugday (Diger) Sulu,   500,17.01,22.73,11.36,59.33,65.75,4.83,9.62,100.611,58.0
AYDIN,INCIRLIOVA,Bugday (Durum) Kuru,   310,16.67,22.48,10.87,57.92,63.33,4.58,9.68,101.325,0.0
AYDIN,INCIRLIOVA,Bugday (Durum) Sulu,   450,16.67,22.48,10.87,57.92,63.33,4.58,9.68,101.325,0.0
AYDIN,INCIRLIOVA,Bugday (Diger) Kuru,   310,16.67,22.48,10.87,57.92,63.33,4.58,9.68,101.325,0.0
AYDIN,INCIRLIOVA,Bugday (Diger) Sulu,   450,16.67,22.48,10.87,57.92,63.33,4.58,9.68,101.325,0.0
AYDIN,KARACASU,Bugday (Durum) Kuru,   220,14.67,19.97,8.97,53.67,48.75,4.75,9.58,94.176,600.0
AYDIN,KARACASU,Bugday (Durum) Sulu,   380,14.67,19.97,8.97,53.67,48.75,4.75,9.58,94.176,600.0
AYDIN,KARACASU,Bugday (Diger) Kuru,   220,14.67,19.97,8.97,53.67,48.75,4.75,9.58,94.176,600.0
AYDIN,KARACASU,Bugday (Diger) Sulu,   380,14.67,19.97,8.97,53.67,48.75,4.75,9.58,94.176,600.0
AYDIN,KARPUZLU,Bugday (Durum) Kuru,   250,15.89,21.53,10.12,59.17,70.5,5.58,9.48,100.195,92.0
AYDIN,KARPUZLU,Bugday (Durum) Sulu,   410,15.89,21.53,10.12,59.17,70.5,5.58,9.48,100.195,92.0
AYDIN,KARPUZLU,Bugday (Diger) Kuru,   250,15.89,21.53,10.12,59.17,70.5,5.58,9.48,100.195,92.0
AYDIN,KARPUZLU,Bugday (Diger) Sulu,   410,15.89,21.53,10.12,59.17,70.5,5.58,9.48,100.195,92.0
AYDIN,KOCARLI,Bugday (Durum) Kuru,   320,17.91,23.59,12.23,57.42,63.33,4.58,9.68,100.586,60.0
AYDIN,KOCARLI,Bugday (Durum) Sulu,   500,17.91,23.59,12.23,57.42,63.33,4.58,9.68,100.586,60.0
AYDIN,KOCARLI,Bugday (Diger) Kuru,   320,17.91,23.59,12.23,57.42,63.33,4.58,9.68,100.586,60.0
AYDIN,KOCARLI,Bugday (Diger) Sulu,   500,17.91,23.59,12.23,57.42,63.33,4.58,9.68,100.586,60.0
AYDIN,KOSK,Bugday (Durum) Kuru,   300,16.08,21.63,10.32,53.5,49.75,4.25,9.81,100.5,67.0
AYDIN,KOSK,Bugday (Durum) Sulu,   440,16.08,21.63,10.32,53.5,49.75,4.25,9.81,100.5,67.0
AYDIN,KOSK,Bugday (Diger) Kuru,   300,16.08,21.63,10.32,53.5,49.75,4.25,9.81,100.5,67.0
AYDIN,KOSK,Bugday (Diger) Sulu,   440,16.08,21.63,10.32,53.5,49.75,4.25,9.81,100.5,67.0
AYDIN,KUSADASI,Bugday (Durum) Kuru,   300,17.29,22.24,12.51,62.92,65.58,4.33,9.75,101.263,5.0
AYDIN,KUSADASI,Bugday (Durum) Sulu,   500,17.29,22.24,12.51,62.92,65.58,4.33,9.75,101.263,5.0
AYDIN,KUSADASI,Bugday (Diger) Kuru,   300,17.29,22.24,12.51,62.92,65.58,4.33,9.75,101.263,5.0
AYDIN,KUSADASI,Bugday (Diger) Sulu,   500,17.29,22.24,12.51,62.92,65.58,4.33,9.75,101.263,5.0
AYDIN,KUYUCAK,Bugday (Durum) Kuru,   345,17.45,22.71,11.81,52.0,49.67,4.92,9.4,99.101,182.0
AYDIN,KUYUCAK,Bugday (Durum) Sulu,   520,17.45,22.71,11.81,52.0,49.67,4.92,9.4,99.101,182.0
AYDIN,KUYUCAK,Bugday (Diger) Kuru,   345,17.45,22.71,11.81,52.0,49.67,4.92,9.4,99.101,182.0
AYDIN,KUYUCAK,Bugday (Diger) Sulu,   520,17.45,22.71,11.81,52.0,49.67,4.92,9.4,99.101,182.0
AYDIN,NAZILLI,Bugday (Durum) Kuru,   320,17.83,23.11,12.08,52.08,51.67,4.83,9.5,100.537,64.0
AYDIN,NAZILLI,Bugday (Durum) Sulu,   500,17.83,23.11,12.08,52.08,51.67,4.83,9.5,100.537,64.0
AYDIN,NAZILLI,Bugday (Diger) Kuru,   320,17.83,23.11,12.08,52.08,51.67,4.83,9.5,100.537,64.0
AYDIN,NAZILLI,Bugday (Diger) Sulu,   500,17.83,23.11,12.08,52.08,51.67,4.83,9.5,100.537,64.0
AYDIN,SOKE,Bugday (Durum) Kuru,   330,18.17,23.13,13.29,63.5,65.75,4.83,9.62,100.906,34.0
AYDIN,SOKE,Bugday (Durum) Sulu,   535,18.17,23.13,13.29,63.5,65.75,4.83,9.62,100.906,34.0
AYDIN,SOKE,Bugday (Diger) Kuru,   330,18.17,23.13,13.29,63.5,65.75,4.83,9.62,100.906,34.0
AYDIN,SOKE,Bugday (Diger) Sulu,   535,18.17,23.13,13.29,63.5,65.75,4.83,9.62,100.906,34.0
AYDIN,SULTANHISAR,Bugday (Durum) Kuru,   320,16.99,22.39,11.13,52.92,51.67,4.83,9.5,100.133,97.0
AYDIN,SULTANHISAR,Bugday (Durum) Sulu,   480,16.99,22.39,11.13,52.92,51.67,4.83,9.5,100.133,97.0
AYDIN,SULTANHISAR,Bugday (Diger) Kuru,   320,16.99,22.39,11.13,52.92,51.67,4.83,9.5,100.133,97.0
AYDIN,SULTANHISAR,Bugday (Diger) Sulu,   480,16.99,22.39,11.13,52.92,51.67,4.83,9.5,100.133,97.0
AYDIN,YENIPAZAR,Bugday (Durum) Kuru,   250,17.57,23.04,11.44,51.92,48.17,4.58,9.73,100.611,58.0
AYDIN,YENIPAZAR,Bugday (Durum) Sulu,   460,17.57,23.04,11.44,51.92,48.17,4.58,9.73,100.611,58.0
AYDIN,YENIPAZAR,Bugday (Diger) Kuru,   250,17.57,23.04,11.44,51.92,48.17,4.58,9.73,100.611,58.0
AYDIN,YENIPAZAR,Bugday (Diger) Sulu,   460,17.57,23.04,11.44,51.92,48.17,4.58,9.73,100.611,58.0
BALIKESIR,AYVALIK,Bugday (Durum) Kuru,   290,16.9,19.49,14.28,67.17,71.5,4.83,9.67,101.017,25.0
BALIKESIR,AYVALIK,Bugday (Durum) Sulu,   440,16.9,19.49,14.28,67.17,71.5,4.83,9.67,101.017,25.0
BALIKESIR,AYVALIK,Bugday (Diger) Kuru,   290,16.9,19.49,14.28,67.17,71.5,4.83,9.67,101.017,25.0
BALIKESIR,AYVALIK,Bugday (Diger) Sulu,   440,16.9,19.49,14.28,67.17,71.5,4.83,9.67,101.017,25.0
BALIKESIR,BALYA,Bugday (Durum) Kuru,   190,13.77,18.69,9.12,69.83,63.08,6.42,7.58,98.342,245.0
BALIKESIR,BALYA,Bugday (Durum) Sulu,   230,13.77,18.69,9.12,69.83,63.08,6.42,7.58,98.342,245.0
BALIKESIR,BALYA,Bugday (Diger) Kuru,   190,13.77,18.69,9.12,69.83,63.08,6.42,7.58,98.342,245.0
BALIKESIR,BALYA,Bugday (Diger) Sulu,   230,13.77,18.69,9.12,69.83,63.08,6.42,7.58,98.342,245.0
BALIKESIR,BANDIRMA,Bugday (Durum) Kuru,   290,15.31,19.27,11.5,71.5,57.92,6.25,7.9,101.078,20.0
